StudentID,OldStudentID,CorrespondenceLanguageCode,CounselorNumber,StudentPersonalEmailAddress,SchoolCode,StudentNumber,StateStudentID,LastName,FirstName,MiddleName,Gender,Grade,GradeLevelShortDescription,GradeLevelLongDescription,Birthdate,ParentGuardianName,HomePhone,StudentMobilePhone,MailingAddress,MailingAddressCity,MailingAddressState,MailingAddressZipCode,ResidenceAddress,ResidenceAddressCity,ResidenceAddressState,ResidenceAddressZipCode,AddressVerified,EthnicityCode,RaceCode1,SchoolEnterDate,SchoolLeaveDate,DistrictEnterDate,AttendanceProgramCodePrimary,LockerNumber,LowSchedulingPeriod,HighSchedulingPeriod,FamilyKey,LanguageFluencyCode,HomeLanguageCode,ParentEdLevelCode,ParentEmailAddress,StudentEmailAddress,NetworkLoginID,EarlyWarningPoints,HomeRoomTeacherNumber,NotificationPreferenceCode,NextSchoolCode,NextGrade,NextGradeLevelShortDescription,NextGradeLevelLongDescription
99401094,0,00,0,,994,1094,9940001094,Harmon,Ernesto,Daniel,M,8,8,Eighth Grade,2010-05-23T00:00:00,M/M H Harmon,7775557936,,1156 N Stephora Ave,Eagle Rock,CA,99999,1156 N Stephora Ave,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,2022-01-29T00:00:00,,,0,9,0,E,00,12,,Ernesto.Harmon@example.com,,0.0,0,,999,9,9,Ninth Grade
99401095,0,00,994929,,994,1095,9940001095,Harms,Andrew,Christian,M,12,12,Twelfth Grade,2005-01-31T00:00:00,M/M H Harms,7775551271,,11559 E Covina Blvd Apt 116,Eagle Rock,CA,99999,11559 E Covina Blvd Apt 116,Eagle Rock,CA,99999,False,N,700,2019-09-02T00:00:00,,2010-01-31T00:00:00,,,0,9,1540,E,00,13,,Andrew.Harms@example.com,,70.0,0,,0,13,13,Reserved for Graduating Seniors
99401096,0,00,994723,,994,1096,9940001096,Harms,Jonathan,Jason,M,10,10,Tenth Grade,2006-10-30T00:00:00,M/M H Harms,7775551134,,22325 Caliente St,Eagle Rock,CA,99999,22325 Caliente St,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,S,,0,9,209,E,00,12,,Jonathan.Harms@example.com,,18.0,0,,0,11,11,Eleventh Grade
99401097,0,00,994716,,994,1097,9940001097,Harralson,Ashley,M,F,11,11,Eleventh Grade,2005-09-05T00:00:00,M/M H Harralson,7775558719,,667 N Stella,Eagle Rock,CA,99999,667 N Stella,Eagle Rock,CA,99999,False,N,700,2014-05-30T00:00:00,,2011-08-08T00:00:00,,,0,9,1377,E,00,11,,Ashley.Harralson@example.com,,17.0,0,,0,12,12,Twelfth Grade
99401098,0,00,994723,,994,1098,9940001098,Harralson,Kyle,E,M,10,10,Tenth Grade,2007-04-23T00:00:00,M/M H Harralson,7775558719,,667 N Stella,Eagle Rock,CA,99999,667 N Stella,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1377,E,00,10,,Kyle.Harralson@example.com,,0.0,0,,0,11,11,Eleventh Grade
99401099,0,00,994716,,994,1099,9940001099,Harris,Alan,E,M,11,11,Eleventh Grade,2006-07-20T00:00:00,M/M H Harris,7775550256,,1171 E Adams Park Dr,Eagle Rock,CA,99999,1171 E Adams Park Dr,Eagle Rock,CA,99999,False,N,600,2014-05-30T00:00:00,,2011-08-08T00:00:00,,,1,9,55,E,00,12,,Alan.Harris@example.com,,10.0,0,,0,12,12,Twelfth Grade
99401100,0,00,994723,,994,1100,9940001100,Harris,Christian,E,M,10,10,Tenth Grade,2006-09-29T00:00:00,M/M H Harris,7775555727,,22738 E Clearpoint Hwy,Eagle Rock,CA,99999,22738 E Clearpoint Hwy,Eagle Rock,CA,99999,False,N,700,2019-01-05T00:00:00,,2012-01-05T00:00:00,,,0,9,944,E,00,12,,Christian.Harris@example.com,,35.0,0,,0,11,11,Eleventh Grade
99401101,0,00,994723,,994,1101,9940001101,Harris,Gregory,B,M,10,10,Tenth Grade,2006-09-04T00:00:00,M/M H Harris,7775558503,,1140 N Carson Ave,Eagle Rock,CA,99999,1140 N Carson Ave,Eagle Rock,CA,99999,False,N,600,2018-09-08T00:00:00,,2012-09-08T00:00:00,,,0,9,1343,E,00,13,,Gregory.Harris@example.com,,15.0,0,,0,11,11,Eleventh Grade
99401102,0,01,0,,994,1102,9940001102,Harris,James,,M,8,8,Eighth Grade,2010-04-09T00:00:00,M/M H Harris,7775559813,,4400 N Grand Ave Apt 307,Eagle Rock,CA,99999,4400 N Grand Ave Apt 307,Eagle Rock,CA,99999,False,Y,600,2023-08-03T00:00:00,,2021-08-28T00:00:00,,,0,9,0,R,01,13,,James.Harris@example.com,,0.0,0,,999,9,9,Ninth Grade
99401103,0,00,994708,,994,1103,9940001103,Harris,Jason,A,M,12,12,Twelfth Grade,2004-09-23T00:00:00,M/M H Harris,7775555727,,22738 Clearpoint Hwy,Eagle Rock,CA,99999,22738 Clearpoint Hwy,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-09-23T00:00:00,,,0,9,944,E,00,12,,Jason.Harris@example.com,,0.0,0,,0,13,13,Reserved for Graduating Seniors
99401104,0,00,994723,,994,1104,9940001104,Harris,Jonathan,Eugene,M,10,10,Tenth Grade,2006-09-18T00:00:00,M/M H Harris,7775559432,,779 E Newport St,Eagle Rock,CA,99999,779 E Newport St,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1477,E,00,12,,Jonathan.Harris@example.com,,25.0,0,,0,11,11,Eleventh Grade
99401105,0,00,994623,,994,1105,9940001105,Harrison,Paul,E,M,9,9,Ninth Grade,2007-11-10T00:00:00,M/M H Harrison,7775552702,,445 W Durfee #F,Eagle Rock,CA,99999,445 W Durfee #F,Eagle Rock,CA,99999,False,N,600,2019-08-15T00:00:00,,2008-11-10T00:00:00,,,0,9,465,E,00,11,,Paul.Harrison@example.com,,0.0,0,,0,10,10,Tenth Grade
99401106,0,00,994723,,994,1106,9940001106,Hart,Claudia,L,F,10,10,Tenth Grade,2007-07-12T00:00:00,M/M H Hart,7775551541,,1142 Sherwood Ct,Eagle Rock,CA,99999,1142 Sherwood Ct,Eagle Rock,CA,99999,False,N,700,2015-09-04T00:00:00,,2012-08-09T00:00:00,,,0,9,287,E,00,13,,Claudia.Hart@example.com,,28.0,0,,0,11,11,Eleventh Grade
99401107,0,00,0,,994,1107,9940001107,Hasnas,Steven,Roland,M,10,10,Tenth Grade,2007-09-12T00:00:00,M/M H Hasnas,7775551168,,992 Orange Grove,Eagle Rock,CA,99999,992 Orange Grove,Eagle Rock,CA,99999,False,Y,,2020-01-24T00:00:00,,2012-01-25T00:00:00,S,,0,9,223,E,,12,,Steven.Hasnas@example.com,,0.0,0,,0,11,11,Eleventh Grade
99401108,0,00,994929,,994,1108,9940001108,Hassoun,Joshua,,M,12,12,Twelfth Grade,2005-06-06T00:00:00,M/M H Hassoun,7775553594,,112 N Barranca Ave,Eagle Rock,CA,99999,112 N Barranca Ave,Eagle Rock,CA,99999,False,Y,100,2020-08-28T00:00:00,2022-11-11T00:00:00,2010-06-06T00:00:00,,,0,9,2033,E,00,12,,Joshua.Hassoun@example.com,,0.0,0,,0,13,13,Reserved for Graduating Seniors
99401109,0,00,0,,994,1109,9940001109,Haston,Austin,Eugene,M,8,8,Eighth Grade,2009-10-27T00:00:00,M/M H Haston,7775554919,,992 Heather St,Eagle Rock,CA,99999,992 Heather St,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,2013-09-04T00:00:00,,,0,9,0,E,00,10,,Austin.Haston@example.com,,0.0,0,,999,9,9,Ninth Grade
99401110,0,00,994708,,994,1110,9940001110,Hays,Nicolle,Jewell,F,12,12,Twelfth Grade,2004-11-26T00:00:00,M/M H Hays,7775552549,,1101 E Meda Ave.,Eagle Rock,CA,99999,1101 E Meda Ave.,Eagle Rock,CA,99999,False,N,700,2019-08-15T00:00:00,,2010-11-26T00:00:00,,,0,9,441,E,00,12,,Nicolle.Hays@example.com,,3.0,0,,0,13,13,Reserved for Graduating Seniors
99401111,0,00,994623,,994,1111,9940001111,Heathcoat,Jordan,M,M,9,9,Ninth Grade,2008-06-04T00:00:00,M/M H Heathcoat,7775559470,,663 N Gadsden,Eagle Rock,CA,99999,663 N Gadsden,Eagle Rock,CA,99999,False,N,100,2016-09-01T00:00:00,,2013-08-15T00:00:00,,,0,9,1485,E,00,12,,Jordan.Heathcoat@example.com,,13.0,0,,0,10,10,Tenth Grade
99401112,0,00,994716,,994,1112,9940001112,Heathcoat,Roshni,A,F,11,11,Eleventh Grade,2006-01-22T00:00:00,M/M H Heathcoat,7775559470,,663 N Gadsden Ave,Eagle Rock,CA,99999,663 N Gadsden Ave,Eagle Rock,CA,99999,False,N,700,2017-05-20T00:00:00,,2011-08-08T00:00:00,,,0,9,1485,E,00,10,,Roshni.Heathcoat@example.com,,0.0,0,,0,12,12,Twelfth Grade
99401113,0,00,994623,,994,1113,9940001113,Heathcoat,Summer,K,F,9,9,Ninth Grade,2008-06-04T00:00:00,M/M H Heathcoat,7775559470,,663 N Gadsden,Eagle Rock,CA,99999,663 N Gadsden,Eagle Rock,CA,99999,False,N,100,2016-09-01T00:00:00,,2013-08-15T00:00:00,,,0,9,1485,E,00,13,,Summer.Heathcoat@example.com,,0.0,0,,0,10,10,Tenth Grade
99401114,0,00,0,,994,1114,9940001114,Heckenlively,Riquel,R,F,8,8,Eighth Grade,2008-11-15T00:00:00,M/M R Heckenlively,9995448138,,1080 Bonita #80,Eagle Rock,CA,99999,1080 Bonita #80,Eagle Rock,CA,99999,False,N,700,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Riquel.Heckenlively@example.com,,0.0,0,,999,9,9,Ninth Grade
99401115,0,00,994708,,994,1115,9940001115,Heder,Lauren,J,F,12,12,Twelfth Grade,2005-03-04T00:00:00,M/M H Heder,7775556434,,1165 S Farglen Ave,Eagle Rock,CA,99999,1165 S Farglen Ave,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-03-04T00:00:00,,,0,9,1054,E,00,12,,Lauren.Heder@example.com,,17.0,0,,0,13,13,Reserved for Graduating Seniors
99401116,0,00,994723,,994,1116,9940001116,Hein,Steven,R,M,10,10,Tenth Grade,2007-06-13T00:00:00,M/M H Hein,7775553788,,1114 E Charleston Blvd.,Eagle Rock,CA,99999,1114 E Charleston Blvd.,Eagle Rock,CA,99999,False,N,700,2018-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,638,E,00,12,,Steven.Hein@example.com,,4.0,0,,0,11,11,Eleventh Grade
99401117,0,00,994723,,994,1117,9940001117,Helmuth,Aymee,Nicole,F,11,11,Eleventh Grade,2006-06-26T00:00:00,M/M H Helmuth,7775551178,,885 Arbor Circle,Eagle Rock,CA,99999,885 Arbor Circle,Eagle Rock,CA,99999,False,N,700,2021-01-23T00:00:00,,2011-01-23T00:00:00,,,0,9,8476,E,00,12,,Aymee.Helmuth@example.com,,14.0,0,,0,12,12,Twelfth Grade
99401118,0,00,994723,,994,1118,9940001118,Hendricks,Lauren,,F,10,10,Tenth Grade,2007-06-19T00:00:00,M/M H Hendricks,7775554687,,4407 Burnaby,Eagle Rock,CA,99999,4407 Burnaby,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,780,E,00,13,,Lauren.Hendricks@example.com,,0.0,0,,0,11,11,Eleventh Grade
99401119,0,00,994708,,994,1119,9940001119,Hendricks,Nicholas,A,M,12,12,Twelfth Grade,2005-03-26T00:00:00,M/M H Hendricks,7775554687,,4407 N Burnaby Dr,Eagle Rock,CA,99999,4407 N Burnaby Dr,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-03-26T00:00:00,,,0,9,780,E,00,12,,Nicholas.Hendricks@example.com,,20.0,0,,0,13,13,Reserved for Graduating Seniors
99401120,0,00,994708,,994,1120,9940001120,Hendrickson,Antoinette,L,F,12,12,Twelfth Grade,2004-11-27T00:00:00,M/M H Hendrickson,7775554618,,1131 Calle Miradero,Eagle Rock,CA,99999,1131 Calle Miradero,Eagle Rock,CA,99999,False,N,700,2016-09-01T00:00:00,,2010-11-27T00:00:00,,,0,9,766,E,00,13,,Antoinette.Hendrickson@example.com,,63.0,0,,0,13,13,Reserved for Graduating Seniors
99401121,0,00,994723,,994,1121,9940001121,Hendrickson,Nicole,,F,10,10,Tenth Grade,2007-05-23T00:00:00,M/M H Hendrickson,7775554618,,1131 Calle Miradero,Eagle Rock,CA,99999,1131 Calle Miradero,Eagle Rock,CA,99999,False,N,700,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,766,E,00,13,,Nicole.Hendrickson@example.com,,25.0,0,,0,11,11,Eleventh Grade
99401122,0,00,994623,,994,1122,9940001122,Hennings,Marco,D,M,9,9,Ninth Grade,2008-06-27T00:00:00,M/M H Hennings,7775553777,,338 W Duell Street,Eagle Rock,CA,99999,338 W Duell Street,Eagle Rock,CA,99999,False,N,700,2019-08-16T00:00:00,,2009-06-27T00:00:00,,,0,9,637,E,00,10,,Marco.Hennings@example.com,,0.0,0,,0,10,10,Tenth Grade
99401123,0,00,994716,,994,1123,9940001123,Heredia,Amanda,Roxanne,F,11,11,Eleventh Grade,2006-07-23T00:00:00,M/M H Heredia,7775551792,,1116 California Pl.,Eagle Rock,CA,99999,1116 California Pl.,Eagle Rock,CA,99999,False,Y,,2014-05-30T00:00:00,,2011-08-08T00:00:00,C,,0,9,316,E,00,12,,Amanda.Heredia@example.com,,25.0,0,,0,12,12,Twelfth Grade
99401124,0,00,994623,,994,1124,9940001124,Herfert,Gabriela,Ann,F,9,9,Ninth Grade,2008-03-16T00:00:00,M/M H Herfert,7775550553,,4418 N Bennington Ave,Eagle Rock,CA,99999,4418 N Bennington Ave,Eagle Rock,CA,99999,False,N,700,2010-09-02T00:00:00,,2013-08-15T00:00:00,,,0,9,110,E,00,12,,Gabriela.Herfert@example.com,,15.0,0,,0,10,10,Tenth Grade
99401125,0,00,994623,,994,1125,9940001125,Hernandez,Adrianne,J,F,9,9,Ninth Grade,2008-09-08T00:00:00,M/M H Hernandez,7775554786,,2245 E Ballinger St,Eagle Rock,CA,99999,2245 E Ballinger St,Eagle Rock,CA,99999,False,Y,,2019-08-22T00:00:00,,2009-09-08T00:00:00,,,0,9,797,E,00,11,,Adrianne.Hernandez@example.com,,0.0,0,,0,10,10,Tenth Grade
99401126,0,01,994674,,994,1126,9940001126,Hernandez,Ahkyaw,,F,9,9,Ninth Grade,2008-08-22T00:00:00,M/M H Hernandez,9998322559,,1128 N Dodsworth Ave,Eagle Rock,CA,99999,1128 N Dodsworth Ave,Eagle Rock,CA,99999,False,Y,100,2020-08-28T00:00:00,,2013-08-28T00:00:00,,,0,9,5112,E,00,14,,Ahkyaw.Hernandez@example.com,,16.0,0,,0,10,10,Tenth Grade
99401127,0,00,994723,,994,1127,9940001127,Hernandez,Andrew,Anthony,M,11,11,Eleventh Grade,2006-03-06T00:00:00,M/M H Hernandez,7775551327,,22630 E Stephanie Dr,Eagle Rock,CA,99999,22630 E Stephanie Dr,Eagle Rock,CA,99999,False,Y,100,2022-11-22T00:00:00,2022-11-22T00:00:00,2011-03-06T00:00:00,,,0,9,8535,E,00,13,,Andrew.Hernandez@example.com,,0.0,0,,0,12,12,Twelfth Grade
99401128,0,00,994723,,994,1128,9940001128,Hernandez,Andrew,R,M,10,10,Tenth Grade,2006-06-07T00:00:00,M/M H Hernandez,7775552673,,1153 E Bellford Dr,Eagle Rock,CA,99999,1153 E Bellford Dr,Eagle Rock,CA,99999,False,Y,,2016-09-07T00:00:00,,2012-08-09T00:00:00,,,0,9,460,E,00,12,,Andrew.Hernandez@example.com,,19.0,0,,0,11,11,Eleventh Grade
99401129,0,00,0,,994,1129,9940001129,Hernandez,Angela,A,F,8,8,Eighth Grade,2009-08-24T00:00:00,M/M A Hernandez,9999540647,,727 S Lyon #113,Eagle Rock,CA,99999,727 S Lyon #113,Eagle Rock,CA,99999,False,Y,,2023-08-03T00:00:00,,,,L4,0,9,0,E,,,,Angela.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
99401130,0,00,994723,,994,1130,9940001130,Hernandez,Ashley,Lydia,F,10,10,Tenth Grade,2006-10-08T00:00:00,M/M H Hernandez,7775557276,,1119 Ralston Dr,Eagle Rock,CA,99999,1119 Ralston Dr,Eagle Rock,CA,99999,False,Y,,2020-01-28T00:00:00,,2012-01-29T00:00:00,,,0,9,1179,E,00,12,,Ashley.Hernandez@example.com,,14.0,0,,0,11,11,Eleventh Grade
99401131,0,00,0,,994,1131,9940001131,Hernandez,Beatriz,B,F,8,8,Eighth Grade,2008-10-22T00:00:00,M/M B Hernandez,9998327942,,15851 Pasadena #L-1,Eagle Rock,CA,99999,15851 Pasadena #L-1,Eagle Rock,CA,99999,False,Y,,2023-08-03T00:00:00,,,,,0,9,0,E,,,,Beatriz.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
99401132,0,00,994623,,994,1132,9940001132,Hernandez,Brian,Miguel,M,9,9,Ninth Grade,2008-07-19T00:00:00,M/M H Hernandez,7775554047,,22210 E Clearpoint Hwy #151,Eagle Rock,CA,99999,22210 E Clearpoint Hwy #151,Eagle Rock,CA,99999,False,Y,,2019-01-30T00:00:00,,2013-08-15T00:00:00,,,0,9,685,L,00,14,,Brian.Hernandez@example.com,,25.0,0,,0,10,10,Tenth Grade
99401133,0,00,994674,,994,1133,9940001133,Hernandez,Chealsie,Allie,F,9,9,Ninth Grade,2008-09-19T00:00:00,M/M H Hernandez,7775559890,,22256 E Arrow Hwy Apt A,Eagle Rock,CA,99999,22256 E Arrow Hwy Apt A,Eagle Rock,CA,99999,False,Y,700,2020-10-31T00:00:00,,2013-10-31T00:00:00,,,0,9,8305,E,00,12,,Chealsie.Hernandez@example.com,,10.0,0,,0,10,10,Tenth Grade
99401134,0,00,994723,,994,1134,9940001134,Hernandez,Dena,S,F,10,10,Tenth Grade,2006-08-23T00:00:00,M/M H Hernandez,7775551984,,22220 E Sepulveda Ave,Eagle Rock,CA,99999,22220 E Sepulveda Ave,Eagle Rock,CA,99999,False,Y,,2017-09-15T00:00:00,,2012-08-09T00:00:00,,,0,9,351,E,00,12,,Dena.Hernandez@example.com,,0.0,0,,0,11,11,Eleventh Grade
99401135,0,01,994623,,994,1135,9940001135,Hernandez,Derek,P,M,9,9,Ninth Grade,2008-08-03T00:00:00,M/M H Hernandez,7775554818,,118 Rosalyn Dr,Eagle Rock,CA,99999,118 Rosalyn Dr,Eagle Rock,CA,99999,False,Y,,2010-09-02T00:00:00,,2013-08-15T00:00:00,,,0,9,804,I,01,13,,Derek.Hernandez@example.com,,5.0,0,,0,10,10,Tenth Grade
99401136,0,01,0,,994,1136,9940001136,Hernandez,Edwin,Daniel,M,8,8,Eighth Grade,2010-05-01T00:00:00,M/M H Hernandez,7775551393,,660 E Bonita Ave Apt 813,Eagle Rock,CA,99999,660 E Bonita Ave Apt 813,Eagle Rock,CA,99999,False,Y,100,2023-08-03T00:00:00,,2019-09-04T00:00:00,,,0,9,0,R,01,14,,Edwin.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
99401137,0,01,994623,,994,1137,9940001137,Hernandez,Eric,Rodrigo,M,9,9,Ninth Grade,2008-05-08T00:00:00,M/M H Hernandez,7775551413,,1152 N Wadsworth Ave,Eagle Rock,CA,99999,1152 N Wadsworth Ave,Eagle Rock,CA,99999,False,Y,,2011-09-07T00:00:00,,2013-08-15T00:00:00,,,0,9,271,I,01,14,,Eric.Hernandez@example.com,,37.0,0,,0,10,10,Tenth Grade
99401138,0,01,994723,,994,1138,9940001138,Hernandez,Erit,S,M,10,10,Tenth Grade,2006-11-05T00:00:00,M/M H Hernandez,7775550845,,1160 E Lyons St,Eagle Rock,CA,99999,1160 E Lyons St,Eagle Rock,CA,99999,False,Y,,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,159,I,01,11,,Erit.Hernandez@example.com,,10.0,0,,0,11,11,Eleventh Grade
99401139,0,00,0,,994,1139,9940001139,Hernandez,Jennifer,J,F,8,8,Eighth Grade,2009-02-11T00:00:00,M/M J Hernandez,9994790534,,727 S Lyon #B212,Eagle Rock,CA,99999,727 S Lyon #B212,Eagle Rock,CA,99999,False,Y,,2023-08-03T00:00:00,,,,L4,0,9,0,E,,,,Jennifer.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
99401140,0,00,994723,,994,1140,9940001140,Hernandez,Jennifer,K,F,10,10,Tenth Grade,2007-09-07T00:00:00,M/M H Hernandez,7775555026,,5508 N Apricot,Eagle Rock,CA,99999,5508 N Apricot,Eagle Rock,CA,99999,False,Y,,2018-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,839,E,00,12,,Jennifer.Hernandez@example.com,,7.0,0,,0,11,11,Eleventh Grade
99401141,0,01,994716,,994,1141,9940001141,Hernandez,Jessica,R,F,11,11,Eleventh Grade,2006-08-01T00:00:00,M/M H Hernandez,7775554818,,118 Rosalynn Dr,Eagle Rock,CA,99999,118 Rosalynn Dr,Eagle Rock,CA,99999,False,Y,,2014-05-30T00:00:00,2021-12-18T00:00:00,2011-08-01T00:00:00,,,0,9,804,I,01,10,,Jessica.Hernandez@example.com,,0.0,0,,0,12,12,Twelfth Grade
99401142,0,01,994723,,994,1142,9940001142,Hernandez,John,,M,10,10,Tenth Grade,2006-05-04T00:00:00,M/M H Hernandez,7775559377,,662 E Newport St,Eagle Rock,CA,99999,662 E Newport St,Eagle Rock,CA,99999,False,Y,,2015-05-12T00:00:00,,2012-08-09T00:00:00,,,0,9,1469,L,01,14,,John.Hernandez@example.com,,24.0,0,,0,11,11,Eleventh Grade
99401143,0,00,994623,,994,1143,9940001143,Hernandez,John,Juan,M,9,9,Ninth Grade,2007-11-08T00:00:00,M/M H Hernandez,7775551413,,1152 N Wadsworth Ave,Eagle Rock,CA,99999,1152 N Wadsworth Ave,Eagle Rock,CA,99999,False,Y,,2019-08-23T00:00:00,,2013-08-24T00:00:00,,,0,9,271,E,00,11,,John.Hernandez@example.com,,5.0,0,,0,10,10,Tenth Grade
99401144,0,00,994708,,994,1144,9940001144,Hernandez,Jonathan,A,M,12,12,Twelfth Grade,2004-12-13T00:00:00,M/M H Hernandez,7775552210,,1150 E Lyons St,Eagle Rock,CA,99999,1150 E Lyons St,Eagle Rock,CA,99999,False,Y,,2017-08-30T00:00:00,,2010-12-13T00:00:00,,,1,9,392,E,00,10,,Jonathan.Hernandez@example.com,,0.0,0,,0,13,13,Reserved for Graduating Seniors
99401145,0,01,994716,,994,1145,9940001145,Hernandez,Joseph,A,M,11,11,Eleventh Grade,2006-01-17T00:00:00,M/M H Hernandez,7775555950,,4400 N Alvarado Ave #223,Eagle Rock,CA,99999,4400 N Alvarado Ave #223,Eagle Rock,CA,99999,False,Y,,2019-01-30T00:00:00,,2011-01-30T00:00:00,,,0,9,980,I,01,12,,Joseph.Hernandez@example.com,,37.0,0,,0,12,12,Twelfth Grade
99401146,0,00,994716,,994,1146,9940001146,Hernandez,Laura,M,F,11,11,Eleventh Grade,2006-05-02T00:00:00,M/M H Hernandez,7775551061,,4428 Alfredo Ave,Eagle Rock,CA,99999,4428 Alfredo Ave,Eagle Rock,CA,99999,False,Y,,2019-08-16T00:00:00,,2011-08-17T00:00:00,,,0,9,197,E,00,13,,Laura.Hernandez@example.com,,20.0,0,,0,12,12,Twelfth Grade
99401147,0,00,994623,,994,1147,9940001147,Hernandez,Lloyd,J,M,9,9,Ninth Grade,2008-06-06T00:00:00,M/M H Hernandez,7775551366,,8811 E Emerson Pl,Eagle Rock,CA,99999,8811 E Emerson Pl,Eagle Rock,CA,99999,False,Y,,2011-09-07T00:00:00,,2013-08-15T00:00:00,,,0,9,264,E,00,12,,Lloyd.Hernandez@example.com,,8.0,0,,0,10,10,Tenth Grade
99401148,0,00,994723,,994,1148,9940001148,Hernandez,Matthew,M,M,10,10,Tenth Grade,2007-03-27T00:00:00,M/M H Hernandez,7775554786,,2245 E Ballinger St,Eagle Rock,CA,99999,2245 E Ballinger St,Eagle Rock,CA,99999,False,Y,,2019-08-22T00:00:00,,2008-03-27T00:00:00,,,0,9,797,E,00,11,,Matthew.Hernandez@example.com,,0.0,0,,0,11,11,Eleventh Grade
99401149,0,01,994723,,994,1149,9940001149,Hernandez,Megan,I,F,10,10,Tenth Grade,2006-11-07T00:00:00,M/M H Hernandez,7775556133,,1160 Otterbein Ave # 116,Eagle Rock,CA,99999,1160 Otterbein Ave # 116,Eagle Rock,CA,99999,False,Y,,2015-09-29T00:00:00,,2012-08-09T00:00:00,,,0,9,1005,I,01,12,,Megan.Hernandez@example.com,,7.0,0,,0,11,11,Eleventh Grade
99401150,0,00,994716,,994,1150,9940001150,Hernandez,Melissa,M,F,11,11,Eleventh Grade,2006-02-15T00:00:00,M/M H Hernandez,7775556337,,221 E Clearpoint Hwy#45,Eagle Rock,CA,99999,221 E Clearpoint Hwy#45,Eagle Rock,CA,99999,False,Y,,2018-09-09T00:00:00,,2011-09-09T00:00:00,,,0,9,1041,E,00,13,,Melissa.Hernandez@example.com,,3.0,0,,0,12,12,Twelfth Grade
99401151,0,01,0,,994,1151,9940001151,Hernandez,Melissa,Teresa,F,8,8,Eighth Grade,2010-04-20T00:00:00,M/M H Hernandez,7775554334,,668 N Darfield Ave,Eagle Rock,CA,99999,668 N Darfield Ave,Eagle Rock,CA,99999,False,Y,100,2023-08-03T00:00:00,,2020-12-15T00:00:00,,,0,9,0,I,01,14,,Melissa.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
99401152,0,00,0,,994,1152,9940001152,Hernandez,Octavio,O,M,8,8,Eighth Grade,2008-08-22T00:00:00,M/M O Hernandez,9998354186,,16282 E Main St #G32,Eagle Rock,CA,99999,16282 E Main St #G32,Eagle Rock,CA,99999,False,Y,,2023-08-03T00:00:00,,,,L5,0,9,0,E,,,,Octavio.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
99401153,0,00,994623,,994,1153,9940001153,Hernandez,Rebecca,Marie,F,9,9,Ninth Grade,2007-10-30T00:00:00,M/M H Hernandez,7775551347,,PO Box 2877,Eagle Rock,CA,99999,1293 Easterling Ave,Eagle Rock,CA,99999,False,Y,,2010-09-08T00:00:00,,2013-08-15T00:00:00,,,0,9,260,E,00,13,,Rebecca.Hernandez@example.com,,12.0,0,,0,10,10,Tenth Grade
99401154,0,01,994716,,994,1154,9940001154,Hernandez,Romeo,J,M,11,11,Eleventh Grade,2006-09-03T00:00:00,M/M H Hernandez,7775551413,,1152 N Wadsworth Ave,Eagle Rock,CA,99999,1152 N Wadsworth Ave,Eagle Rock,CA,99999,False,Y,,2014-05-30T00:00:00,,2011-08-08T00:00:00,,,0,9,271,I,01,12,,Romeo.Hernandez@example.com,,7.0,0,,0,12,12,Twelfth Grade
99401155,0,00,0,,994,1155,9940001155,Hernandez,Ryan,Andrew,M,8,8,Eighth Grade,2010-07-20T00:00:00,M/M H Hernandez,7775557373,,5524 N Nearglen Ave,Eagle Rock,CA,99999,5524 N Nearglen Ave,Eagle Rock,CA,99999,False,N,100,2023-08-03T00:00:00,,2022-08-26T00:00:00,,,0,9,8865,E,00,12,,Ryan.Hernandez@example.com,,0.0,0,,999,9,9,Ninth Grade
